id,district_id,name_en,postcode,latitude,longitude
673,Kalutara,Dombagoda,12416,6.6461737,80.0506981
674,Kalutara,Ethkandura,80458,6.2328918,80.1568134
675,Kalutara,Galpatha,12005,6.629145,80.0234502
676,Kalutara,Gamagoda,12016,6.5839412,79.9953597
677,Kalutara,Gonagalpura,80502,6.5853948,79.96074
678,Kalutara,Gonapola Junction,12410,6.7563403,80.0171609
679,Kalutara,Govinna,12310,6.6752389,80.1183488
680,Kalutara,Gurulubadda,12236,6.0482692,80.1960396
681,Kalutara,Halkandawila,12055,6.5,80.0166667
682,Kalutara,Haltota,12538,6.6942555,80.030861
683,Kalutara,Halvitigala Colony,80146,6.311722,80.3651035
684,Kalutara,Halwala,12118,6.4208769,80.1065646
685,Kalutara,Halwatura,12306,6.7175993,80.1902963
686,Kalutara,Handapangoda,10524,6.7905692,80.1400671
687,Kalutara,Hedigalla Colony,12234,6.466391,80.2850929
688,Kalutara,Henegama,11715,6.4838722,80.1009796
689,Kalutara,Hettimulla,71210,6.4580766,79.9908006
690,Kalutara,Horana,12400,6.7246534,80.0399464
691,Kalutara,Ittapana,12116,6.4366484,80.095523
692,Kalutara,Kahawala,10508,6.7794255,80.1121493
693,Kalutara,Kalawila Kiranthidiya,12078,6.4545693,80.0103861
694,Kalutara,Kalutara,12000,6.5853948,79.96074
695,Kalutara,Kananwila,12418,6.7542378,80.0622815
696,Kalutara,Kandanagama,12428,6.7144073,79.9890604
697,Kalutara,Kelinkanda,12218,6.5745254,80.2934522
698,Kalutara,Kitulgoda,12222,6.5064502,80.1791368
699,Kalutara,Koholana,12007,6.6172796,79.9906015
700,Kalutara,Kuda Uduwa,12426,6.7662085,80.0778931
701,Kalutara,Labbala,60162,7.3396077,80.0784613
702,Kalutara,Ihalahewessa,80432,6.5853948,79.96074
703,Kalutara,Induruwa,80510,6.3758511,80.0093105
704,Kalutara,Ingiriya,12440,6.7403769,80.1624543
705,Kalutara,Maggona,12060,6.5095799,79.995717
706,Kalutara,Mahagama,12210,6.6035286,80.1596041
707,Kalutara,Mahakalupahana,12126,6.5853948,79.96074
708,Kalutara,Maharangalla,71211,6.6015528,79.9753241
709,Kalutara,Malgalla Talangalla,80144,6.3074148,80.3660715
710,Kalutara,Matugama,12100,6.5219432,80.1136852
711,Kalutara,Meegahatenna,12130,6.433116,80.1958755
712,Kalutara,Meegama,12094,6.4213498,80.0632713
713,Kalutara,Meegoda,10504,6.5893613,79.9636673
714,Kalutara,Millaniya,12412,6.6805151,80.020655
715,Kalutara,Millewa,12422,6.7812105,80.0702555
716,Kalutara,Miwanapalana,12424,6.7433848,80.0939978
717,Kalutara,Molkawa,12216,6.6050701,80.2377078
718,Kalutara,Morapitiya,12232,6.5305266,80.2736514
719,Kalutara,Morontuduwa,12564,6.6623451,79.9703269
720,Kalutara,Nawattuduwa,12106,6.484951,80.063822
721,Kalutara,Neboda,12030,6.5916551,80.0926014
722,Kalutara,Padagoda,12074,6.5657686,79.9836108
723,Kalutara,Pahalahewessa,12144,6.5853948,79.96074
724,Kalutara,Paiyagala,12050,6.5186103,79.9947956
725,Kalutara,Panadura,12500,6.7527994,79.8949309
726,Kalutara,Pannala,60160,6.5660074,79.9625419
727,Kalutara,Paragastota,12414,6.6728765,80.0017854
728,Kalutara,Paragoda,12302,6.6122074,80.2266847
729,Kalutara,Paraigama,12122,6.5853948,79.96074
730,Kalutara,Pelanda,12214,6.5853948,79.96074
731,Kalutara,Pelawatta,12138,6.40053,80.2120618
732,Kalutara,Pimbura,70472,6.5586762,80.1568134
733,Kalutara,Pitagaldeniya,71360,7.1926678,80.3001581
734,Kalutara,Pokunuwita,12404,6.7288686,80.0297389
735,Kalutara,Poruwedanda,12432,6.7363193,80.1335559
736,Kalutara,Ratmale,81030,6.4611781,80.1980844
